preco,area_m2,quartos,banheiros,vagas,distrito
732600,74,1,2,2,Vila Madalena
1990000,164,4,5,3,Vila Madalena
720000,70,2,2,1,Vila Madalena
1680000,155,3,5,2,Vila Madalena
1200000,56,2,2,2,Vila Madalena
1950000,122,3,2,2,Vila Madalena
2105860,149,4,1,2,Vila Madalena
1475610,118,3,3,2,Vila Madalena
1350000,112,3,3,2,Vila Madalena
1880000,149,4,5,2,Vila Madalena
720000,73,2,2,1,Vila Madalena
1100000,94,3,3,1,Vila Madalena
650000,67,2,2,1,Vila Madalena
1500000,156,4,5,3,Vila Madalena
928000,97,3,2,1,Vila Madalena
697400,67,3,2,1,Vila Madalena
750000,75,2,2,1,Vila Madalena
2680001,168,2,3,3,Vila Madalena
820000,93,2,2,1,Vila Madalena
820000,90,2,2,1,Vila Madalena
1100000,93,2,1,1,Vila Madalena
980000,67,2,2,1,Vila Madalena
4125000,275,4,5,4,Vila Madalena
1150000,105,2,3,2,Vila Madalena
836893,68,2,2,1,Vila Madalena
1500000,126,3,3,2,Vila Madalena
1250700,128,3,4,2,Vila Madalena
530000,70,2,2,1,Vila Madalena
1400000,95,3,3,2,Vila Madalena
522900,83,3,2,2,Mooca
420000,71,3,2,2,Mooca
369000,63,2,2,1,Mooca
686700,109,4,4,2,Mooca
360000,50,2,2,1,Mooca
1195614,110,3,2,2,Mooca
2450000,221,3,4,4,Mooca
919990,126,3,4,2,Mooca
1550000,172,3,5,3,Mooca
580000,87,3,3,2,Mooca
1650000,185,4,4,2,Mooca
629950,83,3,3,2,Mooca
441000,69,2,2,2,Mooca
550000,77,3,2,2,Mooca
203000,34,2,2,1,Mooca
680000,85,3,2,2,Mooca
345300,58,3,2,1,Mooca
995000,120,3,3,2,Mooca
369000,60,3,2,1,Mooca
927000,140,3,2,3,Mooca
880000,118,3,4,2,Mooca
526000,70,2,2,1,Mooca
660000,85,3,2,2,Mooca
385000,64,2,2,1,Mooca
522900,83,3,2,2,Mooca
340000,65,3,2,1,Mooca
600000,82,2,2,1,Mooca
441000,70,2,2,2,Mooca
390000,31,1,2,1,Brooklin
830000,82,3,3,1,Brooklin
420000,54,2,2,1,Brooklin
1737000,158,4,6,4,Brooklin
780000,110,3,2,1,Brooklin
790000,105,2,2,1,Brooklin
550000,100,1,2,1,Brooklin
950000,113,3,2,1,Brooklin
785000,67,2,2,1,Brooklin
570140,54,2,2,1,Brooklin
1470000,130,3,5,2,Brooklin
2050000,169,3,4,2,Brooklin
1690000,167,3,5,3,Brooklin
760000,74,2,2,1,Brooklin
555000,67,2,2,1,Brooklin
688000,63,2,2,2,Brooklin
690000,63,2,2,2,Brooklin
1250000,125,3,4,2,Brooklin
950000,70,2,2,1,Brooklin
640000,72,2,2,1,Brooklin
1000000,121,3,4,3,Brooklin
847000,83,3,3,2,Brooklin
750000,94,3,4,2,Brooklin
954000,100,3,4,2,Brooklin
1180000,125,3,4,2,Brooklin
2790000,225,4,4,4,Brooklin
555000,41,1,2,1,Brooklin
440000,34,1,2,1,Brooklin
1340000,105,2,3,2,Brooklin
1100000,92,3,3,2,Vila Olimpia
1400000,83,2,3,2,Vila Olimpia
1650000,136,2,5,2,Vila Olimpia
1195000,76,2,2,2,Vila Olimpia
1200000,96,3,3,2,Vila Olimpia
1950000,111,3,4,2,Vila Olimpia
3700000,210,4,7,3,Vila Olimpia
1100000,94,3,2,1,Vila Olimpia
1155805,82,2,3,2,Vila Olimpia
780000,85,3,2,1,Vila Olimpia
1485000,127,3,3,2,Vila Olimpia
2400000,138,3,5,2,Vila Olimpia
1950000,136,3,5,3,Vila Olimpia
807000,105,3,3,1,Vila Olimpia
2650000,206,4,1,3,Vila Olimpia
1162756,95,3,3,2,Vila Olimpia
1600000,112,3,3,2,Vila Olimpia
775000,98,3,2,1,Vila Olimpia
8000000,278,4,5,5,Vila Olimpia
350000,33,1,2,1,Vila Olimpia
8039200,278,4,7,4,Vila Olimpia
590000,51,1,2,1,Vila Olimpia
1360000,115,3,4,2,Vila Olimpia
1780000,164,4,4,3,Vila Olimpia
1106996,48,1,2,2,Vila Olimpia
1053000,60,2,2,1,Vila Olimpia
1250000,81,2,3,2,Vila Olimpia
610000,53,1,2,1,Vila Olimpia
1297500,173,4,4,3,Mooca
2180000,221,4,4,4,Mooca
940000,112,3,2,2,Mooca
900000,120,3,3,3,Mooca
880000,102,3,2,2,Mooca
970000,126,3,4,2,Mooca
699000,89,3,2,2,Mooca
635000,98,3,2,2,Mooca
915000,30,3,1,2,Mooca
550000,80,3,2,2,Mooca
365000,51,1,1,1,Mooca
423500,90,3,2,2,Mooca
750000,107,3,2,2,Mooca
620000,83,3,2,1,Mooca
800000,120,4,2,2,Mooca
540000,50,2,2,1,Mooca
920000,112,3,2,2,Mooca
713990,86,2,2,1,Mooca
745000,92,3,2,2,Mooca
435000,52,2,1,1,Mooca
990000,118,3,4,2,Mooca
460000,63,2,2,1,Mooca
705000,132,3,2,1,Mooca
399000,60,2,2,1,Mooca
850000,110,3,4,2,Mooca
530000,107,2,2,1,Mooca
425000,64,2,2,2,Mooca
900000,112,3,2,2,Mooca
526000,70,2,2,1,Mooca
495000,60,2,2,2,Mooca
350000,79,2,1,1,Mooca
1000000,122,3,3,2,Mooca
636000,74,2,2,2,Mooca
420000,63,2,1,1,Mooca
459400,68,3,2,1,Mooca
670000,110,3,2,2,Mooca
827900,109,3,4,2,Mooca
270000,35,1,2,1,Mooca
999000,190,2,3,3,Mooca
560000,110,2,1,1,Mooca
550000,80,3,2,2,Mooca
531000,70,2,2,1,Mooca
550000,63,2,2,2,Mooca
689900,86,3,2,1,Mooca
620000,76,3,2,2,Mooca
410000,63,3,2,1,Mooca
229310,60,2,1,1,Mooca
580000,125,3,2,1,Mooca
270000,77,2,1,1,Mooca
490245,65,2,2,1,Mooca
530000,68,2,2,2,Mooca
320000,55,2,1,1,Mooca
480000,72,3,1,1,Mooca
1408000,108,2,3,2,Brooklin
579000,63,2,2,1,Brooklin
670000,63,2,2,2,Brooklin
540000,75,2,1,1,Brooklin
1400000,125,3,4,3,Brooklin
980000,83,1,2,1,Brooklin
870000,97,3,2,1,Brooklin
1800000,158,2,3,2,Brooklin
1400000,152,3,3,3,Brooklin
640000,59,2,2,1,Brooklin
1300000,136,3,3,3,Brooklin
926012,79,2,2,2,Brooklin
1260545,105,3,4,2,Brooklin
1198000,119,2,2,2,Brooklin
585000,50,1,2,1,Brooklin
1259000,80,2,2,1,Brooklin
1770000,180,4,3,4,Brooklin
980862,100,3,2,2,Brooklin
2109500,315,4,6,4,Brooklin
1300000,139,4,2,1,Brooklin
800000,76,2,2,2,Brooklin
1950000,138,2,3,2,Brooklin
1462500,128,3,4,3,Brooklin
1380000,184,3,2,2,Brooklin
1200000,121,3,2,3,Brooklin
592617,65,2,2,1,Brooklin
1950000,210,3,2,2,Brooklin
1300000,169,3,4,2,Brooklin
850000,116,3,2,2,Brooklin
620000,62,2,2,1,Brooklin
1070000,93,2,2,2,Brooklin
2239000,167,3,4,3,Brooklin
1890000,178,4,4,3,Brooklin
1500000,98,2,2,2,Brooklin
1500000,140,3,3,2,Brooklin
2700000,180,2,3,2,Brooklin
3150000,210,4,4,3,Brooklin
1500000,184,3,2,2,Brooklin
636000,65,2,1,1,Brooklin
1800000,180,4,4,3,Brooklin
3460000,240,3,4,4,Brooklin
2150000,178,3,4,3,Brooklin
580000,70,2,2,1,Brooklin
2350000,178,2,3,3,Brooklin
640000,67,3,2,1,Brooklin
2400000,178,3,4,3,Brooklin
3200000,226,4,5,4,Brooklin
1550000,158,4,4,3,Brooklin
885000,72,2,2,2,Brooklin
1350000,170,4,4,2,Brooklin
1800000,196,4,3,3,Brooklin
2660000,150,3,4,3,Brooklin
800000,95,3,3,2,Brooklin
1700000,121,2,2,2,Brooklin
1400000,96,2,3,2,Brooklin
3600000,238,4,4,4,Brooklin
980000,115,3,2,1,Brooklin
1290000,187,3,2,2,Brooklin
2100000,148,3,4,2,Brooklin
1900000,134,3,4,3,Brooklin
960000,75,2,2,1,Brooklin
2400000,198,4,4,1,Brooklin
1050000,119,3,2,2,Brooklin
1950000,172,3,4,3,Brooklin
3600000,236,4,4,4,Brooklin
530000,49,1,2,1,Brooklin
1200000,77,1,2,2,Brooklin
1500000,140,3,2,3,Brooklin
1600000,162,3,4,3,Brooklin
1700000,216,4,3,3,Brooklin
1900000,227,3,4,3,Brooklin
1906000,138,2,3,2,Brooklin
1900000,131,2,3,2,Brooklin
1600000,99,2,2,2,Brooklin
759000,103,4,4,2,Barra Funda
449999,55,2,2,1,Barra Funda
194900,31,1,2,1,Barra Funda
390000,85,2,2,1,Barra Funda
580000,58,2,2,1,Barra Funda
723000,100,3,3,2,Barra Funda
720000,100,3,3,2,Barra Funda
310000,34,1,2,1,Barra Funda
500000,69,2,2,1,Barra Funda
300000,34,2,2,1,Barra Funda
570000,70,2,2,1,Barra Funda
530000,69,2,2,1,Barra Funda
430000,58,2,2,1,Barra Funda
391000,67,2,2,1,Barra Funda
435000,67,2,2,1,Barra Funda
530000,93,3,2,2,Barra Funda
470000,64,3,2,2,Barra Funda
580000,68,2,2,1,Barra Funda
490000,62,2,2,1,Barra Funda
695000,76,3,2,2,Barra Funda
730000,100,3,3,2,Barra Funda
774000,100,3,3,2,Barra Funda
1290000,132,3,3,2,Barra Funda
751665,93,3,3,2,Barra Funda
550000,70,3,2,1,Barra Funda
642000,79,3,2,1,Barra Funda
580000,68,2,2,1,Barra Funda
940000,102,3,3,2,Barra Funda
525000,51,1,2,1,Barra Funda
418886,61,2,2,1,Barra Funda
323000,34,1,2,1,Bela Vista
323000,34,1,2,1,Bela Vista
340000,50,1,2,1,Bela Vista
328000,40,1,2,1,Bela Vista
475000,40,1,2,1,Bela Vista
1900000,191,3,3,1,Bela Vista
338000,37,1,2,1,Bela Vista
325000,50,1,2,1,Bela Vista
365000,36,1,2,2,Bela Vista
349000,36,1,2,1,Bela Vista
344000,38,1,2,1,Bela Vista
790000,93,3,3,1,Bela Vista
550000,60,2,2,1,Bela Vista
2500000,390,3,3,2,Bela Vista
513250,41,1,2,1,Bela Vista
320000,37,1,2,1,Bela Vista
575000,64,2,2,1,Bela Vista
385000,55,1,2,1,Bela Vista
440000,38,1,2,1,Bela Vista
270000,47,1,2,1,Bela Vista
349000,36,1,2,1,Bela Vista
900000,116,2,2,1,Bela Vista
990000,110,3,2,1,Bela Vista
850000,120,2,2,1,Bela Vista
316000,37,1,2,1,Bela Vista
460000,72,2,2,1,Bela Vista
479000,58,2,2,1,Bom Retiro
400000,57,2,2,1,Bom Retiro
427000,57,2,2,1,Bom Retiro
750000,96,3,3,2,Bom Retiro
345000,52,2,2,1,Bom Retiro
380000,58,2,2,1,Bom Retiro
560000,70,3,2,1,Bom Retiro
241000,33,1,2,1,Bom Retiro
530000,132,3,2,1,Bom Retiro
300000,74,2,2,1,Bom Retiro
267000,30,1,2,1,Bom Retiro
424000,57,2,2,1,Bom Retiro
570000,68,3,2,1,Bom Retiro
430000,58,2,2,1,Bom Retiro
790000,97,3,3,2,Bom Retiro
630000,176,3,2,1,Bom Retiro
218000,30,1,2,1,Bom Retiro
490000,150,4,3,1,Bom Retiro
466000,57,2,2,1,Bom Retiro
208191,36,1,2,1,Bom Retiro
400000,100,2,2,1,Bom Retiro
900000,96,2,3,2,Bom Retiro
330000,91,3,2,1,Bom Retiro
275000,80,2,2,1,Bom Retiro
450000,97,2,2,1,Bom Retiro
250000,30,1,2,1,Bom Retiro
450000,98,3,2,1,Bom Retiro
350000,88,2,2,1,Bom Retiro
360000,69,2,2,1,Bom Retiro
322000,55,2,2,1,Brás
179000,44,2,2,1,Brás
322000,55,2,2,1,Brás
385000,65,3,2,1,Brás
373000,57,2,2,1,Brás
399000,57,3,2,1,Brás
332000,60,2,2,2,Brás
350000,55,2,2,1,Brás
319500,49,2,2,1,Brás
250000,39,1,2,1,Brás
332000,51,2,2,1,Brás
293500,45,1,2,1,Brás
392362,57,2,2,1,Brás
322000,55,2,2,1,Brás
378360,62,2,2,1,Brás
327000,55,2,2,1,Brás
180000,45,2,2,1,Brás
354000,57,2,2,1,Brás
390000,70,2,2,1,Brás
375000,67,2,2,1,Brás
295000,45,1,2,1,Brás
194000,44,2,2,1,Brás
370000,57,2,2,1,Brás
182000,44,2,2,1,Brás
270000,50,2,2,1,Brás
679000,54,2,2,1,Consolação
930000,90,3,2,1,Consolação
380000,48,2,2,2,Consolação
405000,35,1,2,1,Consolação
680000,48,1,2,1,Consolação
723998,67,2,2,1,Consolação
1900000,200,3,4,2,Consolação
315000,42,1,2,1,Consolação
260865,32,1,2,1,Consolação
2200000,235,3,3,1,Consolação
850000,85,2,2,1,Consolação
620000,55,2,2,1,Consolação
900000,60,2,2,2,Consolação
1450000,130,3,4,2,Consolação
710000,55,2,2,1,Consolação
2600000,213,4,2,3,Consolação
950000,138,2,2,2,Consolação
460000,37,1,2,1,Consolação
750000,108,2,2,1,Consolação
1250000,118,3,3,1,Consolação
430000,38,1,2,1,Consolação
400000,35,1,2,1,Consolação
486000,41,1,2,1,Consolação
390000,54,1,2,1,Consolação
265000,45,2,2,1,Liberdade
185000,38,2,2,1,Liberdade
450000,80,3,2,2,Liberdade
350000,46,2,2,1,Liberdade
315000,53,2,2,1,Liberdade
299000,45,2,2,1,Liberdade
265000,48,2,2,1,Liberdade
189001,37,2,2,1,Liberdade
189003,37,2,2,1,Liberdade
125000,32,1,2,1,Liberdade
165000,50,1,2,1,Liberdade
899000,75,2,2,1,Liberdade
199000,37,2,2,1,Liberdade
210000,34,1,2,1,Liberdade
500000,60,2,2,1,Liberdade
189002,37,2,2,1,Liberdade
200000,34,1,2,1,Liberdade
225000,37,1,2,1,Liberdade
635792,66,2,2,1,Liberdade
189000,37,2,2,1,Liberdade
213000,37,2,2,1,Liberdade
261000,45,2,2,1,Liberdade
450000,56,2,2,1,Pari
400000,55,2,2,1,Pari
380000,62,3,2,1,Pari
410000,61,3,2,1,Pari
680000,87,3,2,2,Pari
410000,56,2,2,1,Pari
530000,75,2,2,1,Pari
319000,65,3,2,1,Pari
356000,52,2,2,1,Pari
360000,53,2,2,1,Pari
342700,62,3,2,1,Pari
470000,66,2,2,1,Pari
620000,78,3,2,1,Pari
380000,55,2,2,1,Pari
380000,61,2,2,1,Pari
670000,83,2,2,2,Pari
370000,57,2,2,1,Pari
400000,53,2,2,1,Pari
600000,85,3,3,2,Pari
450000,61,3,2,1,Pari
898000,135,4,4,2,Pari
430000,61,2,2,1,Pari
630000,85,2,3,2,Pari
907000,123,4,4,2,Pari
873000,123,3,4,2,Pari
898000,135,3,4,2,Pari
350000,53,2,2,1,Pari
430000,62,3,2,1,Pari
690000,83,2,2,2,Pari
700000,103,4,3,2,Pari
700000,103,3,3,2,Pari
475000,93,3,2,1,República
840000,310,3,3,1,República
265000,44,1,2,1,República
297990,31,1,2,1,República
189998,35,1,2,1,República
1650000,266,4,4,2,República
571258,39,1,2,1,República
2550000,348,3,2,1,República
390000,40,1,2,1,República
650000,113,4,3,1,República
590000,120,2,2,1,República
320000,56,1,2,1,República
310000,47,1,2,1,República
385000,40,1,2,1,República
3550000,400,2,4,1,República
605000,65,2,2,1,República
472869,39,1,2,1,República
259700,38,1,2,1,República
250000,70,2,2,1,República
295000,45,1,2,1,República
426427,39,1,2,1,República
300000,56,1,2,1,Santa Cecília
447000,59,2,2,1,Santa Cecília
2790000,200,3,6,3,Santa Cecília
1100000,140,3,2,1,Santa Cecília
1260000,103,3,2,2,Santa Cecília
700000,80,2,2,1,Santa Cecília
350000,56,1,2,1,Santa Cecília
251000,51,1,2,1,Santa Cecília
595000,68,2,2,1,Santa Cecília
880000,128,3,3,1,Santa Cecília
760000,70,2,2,1,Santa Cecília
760000,62,2,2,1,Santa Cecília
400000,60,2,2,1,Santa Cecília
510000,85,2,2,1,Santa Cecília
700000,97,2,2,1,Santa Cecília
1476000,220,3,3,1,Santa Cecília
454000,59,2,2,1,Santa Cecília
595000,59,2,2,1,Santa Cecília
650000,81,2,2,1,Santa Cecília
590000,65,2,2,1,Santa Cecília
360000,37,1,2,1,Santa Cecília
890000,127,3,2,1,Santa Cecília
375000,42,1,2,1,Santa Cecília
3800000,320,3,4,4,Santa Cecília
275000,72,1,2,1,Santa Cecília
900000,150,3,3,1,Santa Cecília
595000,62,2,2,1,Santa Cecília
2800000,210,4,3,3,Santa Cecília
480000,84,2,2,1,Santa Cecília
500000,105,2,2,1,Santa Cecília
2800000,256,3,5,2,Santa Cecília
2190000,156,3,5,2,Sé
1220000,100,3,3,1,Sé
1549000,94,2,3,2,Sé
1190000,101,2,4,1,Sé
1680000,135,3,4,1,Sé
499000,66,2,2,2,Sé
812034,125,3,3,2,Sé
175000,39,2,2,1,Sé
239999,56,2,2,1,Sé
144000,48,2,2,1,Sé
225000,42,2,2,1,Sé
245000,54,2,2,1,Sé
1500000,120,3,3,2,Sé
280000,47,2,2,1,Sé
240000,50,2,2,1,Sé
315479,64,3,2,2,Sé
850000,94,3,2,2,Sé
895000,96,3,2,2,Sé
488000,69,3,2,2,Sé
300000,51,2,2,1,Sé
226500,41,2,2,1,Sé
842500,109,3,4,1,Sé
541600,69,2,2,1,Sé
294000,50,2,2,1,Sé
520000,76,3,2,2,Casa Verde
590000,100,3,3,2,Casa Verde
530000,97,3,3,1,Casa Verde
649000,65,2,2,2,Casa Verde
330000,47,2,2,1,Casa Verde
835000,126,3,4,3,Casa Verde
570000,74,2,2,1,Casa Verde
300000,55,2,2,1,Casa Verde
631860,59,2,1,1,Casa Verde
375000,50,1,2,2,Casa Verde
530000,96,3,2,1,Casa Verde
389000,53,2,2,2,Casa Verde
409000,55,2,2,1,Casa Verde
850000,100,2,3,2,Casa Verde
531000,78,3,2,2,Casa Verde
1593530,157,4,1,1,Casa Verde
520000,95,3,2,1,Casa Verde
760000,88,3,2,2,Casa Verde
490000,64,2,2,1,Casa Verde
430000,55,2,2,1,Casa Verde
776000,88,3,3,2,Casa Verde
350000,66,2,2,2,Casa Verde
510000,65,2,2,1,Casa Verde
800000,90,3,3,1,Casa Verde
329000,47,1,2,1,Casa Verde
675000,90,3,3,2,Casa Verde
660000,78,2,3,2,Casa Verde
1813610,202,4,1,1,Casa Verde
450000,60,2,2,2,Casa Verde
1450000,134,3,5,2,Casa Verde
875000,100,3,4,2,Casa Verde
550000,84,3,2,2,Casa Verde
379000,48,2,2,1,Casa Verde
460000,78,3,2,2,Casa Verde
250000,60,2,2,1,Jaçanã
290000,58,2,2,1,Jaçanã
290000,90,3,2,1,Jaçanã
254926,45,2,2,1,Jaçanã
270000,70,2,2,1,Jaçanã
290000,78,2,2,2,Jaçanã
290600,51,2,2,1,Jaçanã
240000,81,2,2,1,Jaçanã
365000,67,3,2,1,Jaçanã
350000,78,3,2,2,Jaçanã
650000,248,3,2,2,Jaçanã
270000,67,2,2,1,Jaçanã
365000,67,3,2,1,Jaçanã
160000,35,1,2,1,Jaçanã
220000,45,2,2,1,Jaçanã
260000,62,2,2,1,Jaçanã
359000,67,3,2,1,Jaçanã
340466,60,3,2,1,Jaçanã
370000,90,3,2,2,Jaçanã
370000,67,3,2,1,Jaçanã
293000,49,2,2,1,Jaçanã
350000,74,3,2,1,Jaçanã
290000,91,3,2,2,Jaçanã
280000,45,2,2,1,Jaçanã
250000,45,2,2,1,Jaçanã
280000,78,2,2,1,Jaçanã
280000,62,2,2,2,Jaçanã
320000,64,2,2,1,Jaçanã
232000,48,2,2,1,Jaçanã
665000,83,3,3,2,Mandaqui
447000,65,2,2,1,Mandaqui
310000,50,2,2,2,Mandaqui
600000,70,3,2,2,Mandaqui
321000,50,2,2,2,Mandaqui
760000,104,3,4,2,Mandaqui
595000,80,3,2,2,Mandaqui
390000,65,2,2,1,Mandaqui
321000,51,2,2,2,Mandaqui
435000,77,3,2,2,Mandaqui
565000,93,3,2,2,Mandaqui
325000,55,2,2,2,Mandaqui
480000,73,3,2,2,Mandaqui
313000,51,2,2,2,Mandaqui
297000,50,2,2,2,Mandaqui
315000,54,2,2,2,Mandaqui
360000,70,3,2,1,Mandaqui
295000,50,2,2,1,Mandaqui
550000,76,3,2,2,Mandaqui
779000,143,3,3,3,Mandaqui
350000,50,2,2,1,Mandaqui
550000,90,3,2,3,Mandaqui
429000,88,3,2,2,Mandaqui
420000,50,2,2,1,Mandaqui
880000,123,3,5,3,Mandaqui
290000,48,2,2,1,Mandaqui
495000,98,3,2,2,Mandaqui
500000,86,3,2,2,Mandaqui
376000,63,2,2,1,Santana
475000,73,2,2,1,Santana
680000,118,3,2,1,Santana
1220000,140,3,5,2,Santana
475000,68,3,3,1,Santana
450000,42,1,2,2,Santana
292000,50,2,2,1,Santana
400000,52,2,2,1,Santana
1500000,145,3,5,3,Santana
819900,108,3,3,2,Santana
986000,92,3,3,2,Santana
540000,62,2,2,1,Santana
1500000,143,3,4,4,Santana
250000,58,2,2,1,Santana
453128,64,2,2,1,Santana
1380000,170,3,5,3,Santana
660000,110,3,3,2,Santana
2730000,250,4,5,4,Santana
832000,108,4,4,2,Santana
430000,54,2,2,1,Santana
615000,95,3,3,2,Santana
599999,84,3,2,2,Santana
1775000,189,3,5,3,Santana
1890000,189,3,5,3,Santana
480000,63,2,2,2,Santana
245000,51,2,2,1,Tremembé
1158128,151,1,2,2,Tremembé
233000,51,2,2,1,Tremembé
225000,51,2,2,1,Tremembé
340000,51,2,2,1,Tremembé
600000,85,3,2,1,Tremembé
230000,51,2,2,1,Tremembé
1190000,172,3,2,3,Tremembé
585000,70,2,2,1,Tremembé
420000,59,2,2,1,Tremembé
300000,80,3,2,1,Tremembé
280000,51,2,2,1,Tremembé
349000,74,2,2,2,Tremembé
380000,59,2,2,1,Tremembé
500000,59,2,2,1,Tremembé
240000,50,2,2,1,Tremembé
690000,78,2,2,2,Tremembé
800000,110,3,2,2,Tremembé
1200000,146,4,4,4,Tremembé
410000,63,2,2,1,Tremembé
265000,50,2,2,1,Tremembé
750000,99,3,2,2,Tremembé
1225000,153,2,3,2,Tremembé
618000,83,3,2,1,Tremembé
850000,151,3,2,2,Tremembé
950000,170,3,2,2,Tremembé
600000,80,2,2,2,Tremembé
179000,50,2,2,1,Tremembé
1200000,167,3,2,2,Tremembé
550000,70,3,2,2,Tucuruvi
378000,61,2,2,1,Tucuruvi
350000,91,3,2,1,Tucuruvi
390000,66,3,2,2,Tucuruvi
490000,92,3,3,2,Tucuruvi
350000,50,2,2,2,Tucuruvi
825000,148,3,5,3,Tucuruvi
550000,89,1,2,1,Tucuruvi
420000,67,3,2,1,Tucuruvi
430000,67,2,2,1,Tucuruvi
585000,70,2,2,1,Tucuruvi
458000,67,2,2,1,Tucuruvi
565000,89,3,2,2,Tucuruvi
900000,133,3,3,2,Tucuruvi
500000,70,3,2,1,Tucuruvi
445000,70,2,2,2,Tucuruvi
580000,104,2,3,1,Tucuruvi
258600,60,3,2,1,Tucuruvi
650000,82,3,2,1,Tucuruvi
690000,94,3,2,2,Tucuruvi
250000,50,1,2,1,Tucuruvi
640000,82,2,2,1,Tucuruvi
640000,108,2,2,2,Tucuruvi
350000,43,1,2,1,Tucuruvi
470000,75,2,2,1,Tucuruvi
335000,50,2,2,2,Tucuruvi
680000,95,3,3,2,Tucuruvi
249000,43,2,2,1,Tucuruvi
550000,100,2,3,1,Tucuruvi
939000,122,3,4,3,Tucuruvi
374000,62,2,2,1,Vila Guilherme
368550,62,2,2,1,Vila Guilherme
375000,67,3,2,1,Vila Guilherme
299000,53,2,2,1,Vila Guilherme
480000,70,3,2,2,Vila Guilherme
417576,64,2,2,1,Vila Guilherme
203000,60,2,2,1,Vila Guilherme
1360000,126,3,5,3,Vila Guilherme
340000,63,2,2,1,Vila Guilherme
990000,140,3,4,2,Vila Guilherme
529000,73,3,2,2,Vila Guilherme
290000,49,2,2,1,Vila Guilherme
530000,65,3,2,2,Vila Guilherme
279000,50,2,2,1,Vila Guilherme
399000,62,3,2,1,Vila Guilherme
729000,97,3,2,2,Vila Guilherme
449000,67,3,2,1,Vila Guilherme
470000,66,3,2,1,Vila Guilherme
510000,64,2,2,2,Vila Guilherme
470000,78,2,2,1,Vila Guilherme
625000,78,3,2,2,Vila Guilherme
360000,65,3,2,1,Vila Guilherme
275000,43,1,2,1,Vila Guilherme
448000,68,3,2,2,Vila Guilherme
500000,79,3,2,2,Vila Guilherme
355500,58,2,2,1,Vila Guilherme
285000,50,2,2,1,Vila Guilherme
315000,50,2,2,1,Vila Guilherme
898000,135,4,4,2,Vila Guilherme
280000,48,2,2,1,Vila Guilherme
1060000,125,3,4,2,Vila Guilherme
280000,50,2,2,1,Vila Guilherme
319200,60,3,2,1,Vila Guilherme
425000,64,3,2,2,Vila Guilherme
450000,63,3,2,1,Vila Guilherme
362700,59,3,3,2,Vila Maria
447000,63,2,2,1,Vila Maria
209000,50,2,2,1,Vila Maria
590000,78,3,2,1,Vila Maria
362677,59,3,2,1,Vila Maria
251800,63,3,2,1,Vila Maria
362677,45,2,2,1,Vila Maria
415000,63,3,2,1,Vila Maria
383000,63,3,2,1,Vila Maria
250000,50,2,2,1,Vila Maria
250000,39,1,2,1,Vila Maria
365000,59,3,2,1,Vila Maria
333300,62,3,2,1,Vila Maria
251000,40,1,2,1,Vila Maria
377800,63,3,2,1,Vila Maria
648000,80,3,3,2,Vila Maria
251722,39,2,2,1,Vila Maria
317000,50,2,2,1,Vila Maria
430225,63,3,2,1,Vila Maria
390000,59,3,2,1,Vila Maria
386000,60,3,2,1,Vila Maria
645000,78,2,3,2,Vila Maria
437000,63,2,2,1,Vila Maria
207000,40,2,1,1,Vila Maria
690000,79,3,2,2,Vila Maria
382900,59,3,2,1,Vila Maria
298000,50,2,2,1,Vila Maria
550000,80,3,2,2,Vila Maria
375000,63,3,2,1,Vila Maria
350000,63,3,2,1,Vila Maria
299900,67,2,2,1,Medeiros
334000,80,3,2,2,Medeiros
270000,66,2,2,1,Medeiros
440000,88,3,3,2,Medeiros
410000,118,3,2,2,Medeiros
250550,59,2,2,1,Medeiros
310800,80,3,3,2,Medeiros
230000,66,2,2,1,Medeiros
230000,64,2,2,1,Medeiros
160000,49,2,2,1,Medeiros
170000,50,2,2,1,Medeiros
185000,48,2,2,1,Medeiros
288000,66,2,2,1,Medeiros
180000,48,2,2,1,Medeiros
265000,60,2,2,1,Medeiros
149800,68,2,2,1,Medeiros
330000,74,2,2,2,Medeiros
195000,48,2,2,1,Medeiros
322000,80,3,2,2,Medeiros
220000,54,2,2,1,Medeiros
250000,68,2,2,1,Medeiros
240000,60,2,2,1,Medeiros
239500,66,2,2,1,Medeiros
238000,60,2,2,1,Medeiros
250000,66,2,2,1,Medeiros
370000,60,2,2,1,Água Rasa
520000,103,3,3,2,Água Rasa
304000,47,2,2,1,Água Rasa
570000,98,3,3,2,Água Rasa
570000,75,3,2,2,Água Rasa
319000,60,2,2,1,Água Rasa
330000,57,2,2,1,Água Rasa
440000,64,2,2,2,Água Rasa
480000,94,3,3,1,Água Rasa
580000,87,3,2,2,Água Rasa
440000,63,3,2,1,Água Rasa
424000,63,3,2,1,Água Rasa
950000,197,4,4,2,Água Rasa
460000,63,3,2,1,Água Rasa
420000,82,3,2,1,Água Rasa
750000,118,3,3,2,Água Rasa
390000,63,2,2,1,Água Rasa
745000,97,3,2,2,Água Rasa
450000,63,2,2,1,Água Rasa
570000,98,3,2,1,Água Rasa
930000,160,3,4,2,Água Rasa
370000,48,2,2,1,Água Rasa
430000,63,3,2,2,Água Rasa
550000,70,2,2,1,Água Rasa
740000,93,2,2,2,Água Rasa
580000,72,2,3,2,Água Rasa
690000,87,3,2,2,Água Rasa
405000,62,2,2,1,Água Rasa
580000,108,3,3,2,Água Rasa
370000,45,1,2,2,Água Rasa
